 1 	0       	0.531224     	0.564463
 51 	20       	0.53241     	0.564286
 101 	40       	0.531436     	0.562672
 151 	60       	0.530745     	0.562345
 201 	80       	0.530179     	0.56163
 251 	100       	0.529513     	0.561384
 301 	120       	0.529202     	0.561391
 351 	140       	0.528561     	0.561094
 401 	160       	0.528205     	0.559701
 451 	180       	0.528005     	0.558226
 501 	200       	0.526524     	0.557486
 551 	220       	0.527141     	0.557023
 601 	240       	0.525601     	0.556522
 651 	260       	0.5261     	0.555055
 701 	280       	0.525202     	0.555173
 751 	300       	0.524983     	0.554484
 801 	320       	0.524547     	0.553736
 851 	340       	0.523151     	0.553505
 901 	360       	0.522485     	0.552895
 951 	380       	0.521612     	0.553097
 1001 	400       	0.520691     	0.550495
 1051 	420       	0.520437     	0.550434
 1101 	440       	0.520983     	0.549854
 1151 	460       	0.52111     	0.54949
 1201 	480       	0.518999     	0.548196
 1251 	500       	0.518795     	0.547889
 1301 	520       	0.518482     	0.547355
 1351 	540       	0.518509     	0.546298
 1401 	560       	0.517083     	0.545871
 1451 	580       	0.517362     	0.544795
 1501 	600       	0.515842     	0.544444
 1551 	620       	0.515853     	0.543978
 1601 	640       	0.515224     	0.543423
 1651 	660       	0.514328     	0.541384
 1701 	680       	0.513846     	0.541736
 1751 	700       	0.51444     	0.542048
 1801 	720       	0.512669     	0.540574
 1851 	740       	0.512175     	0.538404
 1901 	760       	0.511719     	0.53748
 1951 	780       	0.511189     	0.537558
 2001 	800       	0.510507     	0.53741
 2051 	820       	0.509872     	0.536051
 2101 	840       	0.509057     	0.534539
 2151 	860       	0.509227     	0.534825
 2201 	880       	0.508983     	0.535265
 2251 	900       	0.507367     	0.532918
 2301 	920       	0.506872     	0.532005
 2351 	940       	0.506595     	0.532225
 2401 	960       	0.505754     	0.530537
 2451 	980       	0.50578     	0.530634
 2501 	1000       	0.504618     	0.528712
 2551 	1020       	0.504509     	0.529958
 2601 	1040       	0.503233     	0.528099
 2651 	1060       	0.503308     	0.527466
 2701 	1080       	0.502186     	0.527061
 2751 	1100       	0.501972     	0.525602
 2801 	1120       	0.50148     	0.524581
 2851 	1140       	0.5003     	0.524517
 2901 	1160       	0.499211     	0.524249
 2951 	1180       	0.499082     	0.523165
 3001 	1200       	0.499321     	0.522177
 3051 	1220       	0.498902     	0.520779
 3101 	1240       	0.497623     	0.520267
 3151 	1260       	0.497105     	0.520039
 3201 	1280       	0.496697     	0.518459
 3251 	1300       	0.49602     	0.51795
 3301 	1320       	0.495314     	0.517576
 3351 	1340       	0.494778     	0.516115
 3401 	1360       	0.494153     	0.515331
 3451 	1380       	0.49374     	0.515192
 3501 	1400       	0.493071     	0.514622
 3551 	1420       	0.49174     	0.51286
 3601 	1440       	0.49223     	0.512596
 3651 	1460       	0.491303     	0.511775
 3701 	1480       	0.490368     	0.510974
 3751 	1500       	0.489795     	0.509756
 3801 	1520       	0.489151     	0.509424
 3851 	1540       	0.488647     	0.508983
 3901 	1560       	0.48855     	0.507624
 3951 	1580       	0.487165     	0.506543
 4001 	1600       	0.486998     	0.506382
 4051 	1620       	0.486065     	0.505537
 4101 	1640       	0.485331     	0.504396
 4151 	1660       	0.485342     	0.503759
 4201 	1680       	0.484449     	0.502777
 4251 	1700       	0.483838     	0.501638
 4301 	1720       	0.483126     	0.501337
 4351 	1740       	0.482507     	0.500111
 4401 	1760       	0.481872     	0.499695
 4451 	1780       	0.481215     	0.498292
 4501 	1800       	0.480185     	0.497767
 4551 	1820       	0.480138     	0.496899
 4601 	1840       	0.479209     	0.495737
 4651 	1860       	0.47905     	0.495586
 4701 	1880       	0.477835     	0.494312
 4751 	1900       	0.47772     	0.4937
 4801 	1920       	0.477202     	0.492965
 4851 	1940       	0.476108     	0.491551
 4901 	1960       	0.475891     	0.492026
 4951 	1980       	0.475453     	0.490583
 5001 	2000       	0.474595     	0.489608
 5051 	2020       	0.473548     	0.488168
 5101 	2040       	0.47329     	0.487776
 5151 	2060       	0.47203     	0.487327
 5201 	2080       	0.472115     	0.485924
 5251 	2100       	0.471446     	0.485928
 5301 	2120       	0.470468     	0.484306
 5351 	2140       	0.470106     	0.483737
 5401 	2160       	0.469342     	0.482667
